,selected_text,sentiment,text,textID
253,Waiting for tish to get off. Got to drive my moms CRV to pick her up all my myself and duckie. First time,neutral,Waiting for tish to get off. Got to drive my moms CRV to pick her up all my myself and duckie. First time,5bcc50c275
254,not going to well!,negative,"Trying to decide on a movie with the friends.. not going to well! lol :p  No bible study 2nite, which means ****-day cake  buy my own??",c5645758be
255,going to shower because i don`t want to smell at school tomorrow,neutral,going to shower because i don`t want to smell at school tomorrow,7e3c091fc2
256,Sigh... you know I am...,neutral, Sigh... you know I am...,869bb56451
257,hopefully,positive,"discovered cause of a bug in the new #NetPLAYER 4 build. Publishing bug fix now, hopefully new beta by tomorrow",09ad12cc5c
258,Here are 4 FREE twitter tools will get you followers  http://short.to/511q http://jijr.com/hulz http://short.to/511r http://2ve.org/xPG0/,neutral,Here are 4 FREE twitter tools will get you followers  http://short.to/511q http://jijr.com/hulz http://short.to/511r http://2ve.org/xPG0/,251aa82551
259,just got home from work.... and is chugging down a big bottle of apple juice.,neutral,just got home from work.... and is chugging down a big bottle of apple juice.,8e0a0ffbe1
260,g harmed,negative, Yes it does. Please dont` go. If you die I will cry.. which normally leads to small animals getting harmed,799f65f193
261,what an amazing day.,positive,writing report cards  soooo tired but what an amazing day. check it out on fb soon!,d06582e26d
262,it was only once for my big brother...and I`m done now,neutral, it was only once for my big brother...and I`m done now,dbe1d16b29
263,good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn,neutral,good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn,7809dd704a
264,"Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning",positive,"Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning",97334eb7c0
265,were amazing tonight..,positive,FTSK and Mercy Mercedes were amazing tonight.. as always,e1546f901a
266,hope,positive,  hope he is ok!,2ece7f3810
267,it hurts too much...,positive,can`t school just be done already? it hurts too much... seeing him every day,ba309a37d1
268,"I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says 'Crackerack'?",neutral,"I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says 'Crackerack'?",84ca20505a
269,Hell Yeah!,neutral, Hell Yeah!,de8c4c410d
270,HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?,neutral, HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?,e33d5ceea2
271,i know!!,neutral, i know!!,394881b7d0
272,huh what the ****? Smelly? Noooo. I love alex Vixon,neutral, huh what the ****? Smelly? Noooo. I love alex Vixon,52d8be9124
273,GREAT,positive,"Went to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate lara",dabe649ee3
274,Happy b-day!,positive," Happy b-day! Just woke up on this side of Earth, so wishes are bit late",2a5bb8d827
275,thank,positive,"thank you for teaching me values and to be a better person each day  I LOVE SO MUCH, YOU`RE THE BEST MUM IN THE WORLD",dbbbbe6059
276,HAPPY,positive,HAPPY MOTHERS DAY.!,894e188d01
277,glad,positive," *laughs* I`m glad that you have self confidence - it`s a wonderful trait to have  I`ll applaud extra loud for it, okay?",a91ca2ffae
278,Thanks,positive,  Thanks,89d5b3f0b5
279,twittering after 2 days!,neutral,twittering after 2 days!,fe0abe1754
280,Its too nice,positive,Getting ready for week  Its too nice today to be stuck inside working!,1b6380b1b3
281,depressed,negative,I am tres depressed,02c004bc2d
282,sick.,negative,"Felt like ****, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick.",b4d5f1e13e
283,Happy Mothers Day people. i love my mom a lot still,positive,Happy Mothers Day people. i love my mom a lot still,80481307d5
284,sorry,negative, I`m sorry to hear that.,05a0e60f99
285,", he was soooo friendly.",positive," That`s awesome dude, yay for surprise celebrities!  I got to meet him a few years ago, he was soooo friendly.",e3cc598980
286,happy,positive," it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!",a2cf6cc397
287,Is getting the hang of Twitter.,neutral,Is getting the hang of Twitter.,53e78f3f89
288,You know your neck is jacked up when you are forced to pay for parking bc you can`t turn you head to parallel park in the free spaces...,negative,You know your neck is jacked up when you are forced to pay for parking bc you can`t turn you head to parallel park in the free spaces...,ba83f744d8
289,I want it BACK NOW!:,neutral,I want it BACK NOW!: http://bit.ly/PP1WZ,2dd0cddb70
290,miss,negative,Going to miss my roomie ... We will no longer be roomies starting tomorrow,e3a1b65ef3
291,"bathing with two little angels, Keyla and Janice.",neutral,"bathing with two little angels, Keyla and Janice.",7ae37ef593
292,chocked,negative," Yep, finished, chocked full of spelling and grammatical errors, but I`m cleaning it up tomorrow and popping it up  hehe",73fa7068a2
293,HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is,neutral, HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is,f5b15be6f6
294,"Family is here,hanging with them",neutral,"Family is here,hanging with them",68bda81bb9
295,.it`s gorgeous out!,positive,Watching Ellen Love her!! then doing the dishes  and tanning ...it`s gorgeous out!,59e77db781
296,m worried,negative, what`s goin on hun?  I`m worried about you,e3731b6ce8
297,Im not bannished.,negative, Im not bannished... but I am at work till 6,b09362ee8e
298,"Morning! If I get to see it, I`ll let you know. Right now, I`m going to go see Wolverine.",neutral," Morning! If I get to see it, I`ll let you know. Right now, I`m going to go see Wolverine.",c4f9792d55
299,"red top tabloids, build em up, knock em down",neutral," red top tabloids, build em up, knock em down",20d4300a14
300,tonight in party w/ my girls (minus vita),positive,tonight in party w/ my girls (minus vita),7b69f49c42
301,why not now you made me sad I thought you`d be jumping for joy,neutral,  why not now you made me sad I thought you`d be jumping for joy,519a5d3be7
302,Simple my a#@,neutral, Simple my a#@,aa97eca66f
303,"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now",neutral,"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now",d3230b7cfd
304,amazing,positive," I saw the play of it here, it was amazing",294df18b9f
305,glad,positive, _ i am glad to break my twitter virginity with you two.,e5e2d9d1f3
306,I have missed them,negative,Dinner with the fam... I have missed them,b7a9ba95d0
307,"_Live That`s what I want. More the better. Bound to be a few bad eggs though, but they will soon learn.",neutral,"_Live That`s what I want. More the better. Bound to be a few bad eggs though, but they will soon learn.",6943d0f480
308,Hell yeah Kellynn got a Twitter. Finally.,neutral,Hell yeah Kellynn got a Twitter. Finally.,9e047ed52a
309,as wort,positive," I know   It was worth a shot, though!",a54d3c2825
310,better,positive,"Just opened a facebook account, I`m a little confused I don`t really get it. Twitter seems much better",5b578d0b4c
311,Ship. I`m stuck.,negative,Ship. I`m stuck.,c4ab28566e
312,Cannot wait,positive,DUSTBIN BABY ON AT 11.30 Cannot wait  x,162a2510d2
313,shame,negative," Not going to dwell on it. It happened, it`s passed. Just a shame as he was so supportive! Such is life!  x",c25871ec9e
314,,neutral,,fdb77c3752
315,It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters,neutral,It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters,ddd4dd7be4
316,Home empty handed.  No comics found today.  I shall now indulge in my cupcakes from Magnolia Bakery,neutral,Home empty handed.  No comics found today.  I shall now indulge in my cupcakes from Magnolia Bakery.,d2af698d65
317,Definitely pinched a nerve.,negative,Laying in bed til workkk... Oh the life. Definitely pinched a nerve.,1594011c6d
318,exhausting!,negative,today is a busy day. exhausting!,bb61a7094b
319,"I was going to go on Sunday, but now I`ve got too much going on that weekend",neutral," I was going to go on Sunday, but now I`ve got too much going on that weekend",454ea2153b
320,Sorry,negative, Sorry to hear ur flight got cancelled  that blows!!!,b5dd587dd2
321,im sad it very hurts,negative,ohh my tooth is hurts ohh  im sad it very hurts,e5160216a5
322,"Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love",positive,"Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love",ea3320d696
323,I`m broke,negative, u think u have bills Ha!Ii just finished paying mine that`s y I`m broke,5680a0b488
324,Not sure it didn`t say it was 2 big. I jst saw the pics of u on ur last bday. You looked so pretty!! I miss you!!,neutral, Not sure it didn`t say it was 2 big. I jst saw the pics of u on ur last bday. You looked so pretty!! I miss you!!,ed6c2e4824
325,sore throat. Planning the TET outing to Marwell though...good times,neutral,sore throat. Planning the TET outing to Marwell though...good times,a8f2acd515
326,it was amazin,positive,mcfly gig last nightt omg it was amazin didnt sit down through the whole thing  mcfly did you see me and ma best mate we were in tutus,e9f7f78cfa
327,now a migraine.,negative,2 days without sleep and now a migraine. I thought life postR01 was meant to be relaxing,4c71b5fb91
328,There!,neutral, There!,be8544ffb1
329,?sucks!?..,negative,?sucks!?..,0404648e1c
330,whens the sway sway winner announced?,neutral, whens the sway sway winner announced?,e136c0f2af
331,K will check it out...,neutral, K will check it out...,032e865dc7
332,"doing pretty well,",positive," doing pretty well, up and wide awake",d723ea3299
333,"i want to wake up early, and get a coffee tomorrow (today) !  it`s going to be a busyy day! but have to keep writing.. booo whoo!",neutral,"i want to wake up early, and get a coffee tomorrow (today) !  it`s going to be a busyy day! but have to keep writing.. booo whoo!",3d208b8e59
334,I Miss Daddy and Mommy,negative,I Miss Daddy and Mommy,f1f5e8edfa
335,officially depressed,negative,"My dog is officially depressed that my brother`s dogs are gone. He doesn`t want to go outside and when we did, he play half-heartedly.",51f4502988
336,I just realized that I can`t forward text msgs with my iPhone.,neutral,I just realized that I can`t forward text msgs with my iPhone.,728c29215f
337,exciting!,positive,"My frist post... Off to find a new car for my parents, exciting!",c9091836ce
338,That sucks!,negative,Argh noo! Missed The Killers on Wossy!  That sucks! Missed out on Brandon. Total failure! Anyone know if it`s repeated? Must investigate!,9668542b2a
339,bored,negative,seriously bored without anyone to talk to... but not tired enough for sleep,cd5d081760
340,I am lost.,negative, I am lost. Please help me find a good home.,061eb4c0de
341,"It`s a Peter & Gordon morning  -> And I, go to pieces and I wanna hide / Go to pieces and I almost die / Ever... ? http://blip.fm/~5yk38",neutral,"It`s a Peter & Gordon morning  -> And I, go to pieces and I wanna hide / Go to pieces and I almost die / Ever... ? http://blip.fm/~5yk38",c20cb786c4
342,bad,negative,Ok so I`ve now got a bit of a bad back after lifting all drum hardware into my car   downer.,7733e8541a
343,LMAO... Smh!  that one threw me off,neutral, LMAO... Smh!  that one threw me off.,58eda20efc
